"id","mac_prefix","vendor_short_name","vendor_full_name"
41166,"8C:1F:64:7A:50/36","PotterElectr","Potter Electric Signal Co. LLC"
41167,"8C:1F:64:7A:60/36","OTMetric","OTMetric"
41168,"8C:1F:64:7A:70/36","TimegateInst","Timegate Instruments Ltd."
41169,"8C:1F:64:7A:90/36","FemtoTools","FemtoTools AG"
41170,"8C:1F:64:7A:A0/36","XSENSORTechn","XSENSOR Technology Corp."
41171,"8C:1F:64:7A:B0/36","DEUTAWerke","DEUTA Werke GmbH"
41172,"8C:1F:64:7A:E0/36","DEK","D-E-K GmbH & Co.KG"
41173,"8C:1F:64:7A:F0/36","EVisionIndia","E Vision India Pvt Ltd"
41174,"8C:1F:64:7B:00/36","AxidSystem","Axid System"
41175,"8C:1F:64:7B:10/36","EAElektroAut","EA Elektro-Automatik GmbH"
41176,"8C:1F:64:7B:20/36","Neosem","Neosem Inc."
41177,"8C:1F:64:7B:50/36","GuanShowTech","Guan Show Technologe Co., Ltd."
41178,"8C:1F:64:7B:60/36","Keyline","Keyline S.P.A."
41179,"8C:1F:64:7B:70/36","JamesGBiddle","James G. Biddle dba Megger"
41180,"8C:1F:64:7B:80/36","TimeMachines","TimeMachines Inc."
41181,"8C:1F:64:7B:90/36","Deviceroy","Deviceroy"
41182,"8C:1F:64:7B:B0/36","KotsuDengyos","Kotsu Dengyosha Co., Ltd."
41183,"8C:1F:64:7B:C0/36","GOdevelopmen","GO development GmbH"
41184,"8C:1F:64:7B:E0/36","inomatic","inomatic GmbH"
41185,"8C:1F:64:7C:10/36","RailTelemati","Rail Telematics Corp"
41186,"8C:1F:64:7C:20/36","CTIIntlSolut","CTI Intl Solutions"
41187,"8C:1F:64:7C:40/36","MBconnectlin","MB connect line GmbH"
41188,"8C:1F:64:7C:60/36","FlextronicsI","Flextronics International Kft"
41189,"8C:1F:64:7C:70/36","AsconTecnolo","Ascon Tecnologic S.r.l."
41190,"8C:1F:64:7C:80/36","JacquetDecha","Jacquet Dechaume"
41191,"8C:1F:64:7C:C0/36","KuntuTechnol","Kuntu Technology Limited Liability Compant"
41192,"8C:1F:64:7C:D0/36","FugroTechnol","Fugro Technology B.V."
41193,"8C:1F:64:7C:E0/36","smartlogicte","Shanghai smartlogic technology Co.,Ltd."
41194,"8C:1F:64:7C:F0/36","Transdigital","Transdigital Pty Ltd"
41195,"8C:1F:64:7D:00/36","TecsysdoBras","Tecsys do Brasil Industrial Ltda"
41196,"8C:1F:64:7D:20/36","Enlaps","Enlaps"
41197,"8C:1F:64:7D:30/36","SuntechEngin","Suntech Engineering"
41198,"8C:1F:64:7D:40/36","Penteon","Penteon Corporation"
41199,"8C:1F:64:7D:60/36","AlgodueElett","Algodue Elettronica Srl"
41200,"8C:1F:64:7D:70/36","MetronicAKPs","Metronic AKP sp.j."
41201,"8C:1F:64:7D:80/36","HIROSAWAELEC","HIROSAWA ELECTRIC Co.,Ltd."
41202,"8C:1F:64:7D:90/36","Noisewave","Noisewave Corporation"
41203,"8C:1F:64:7D:A0/36","XptiTecnolog","Xpti Tecnologias em Segurança Ltda"
41204,"8C:1F:64:7D:B0/36","RacoUniversa","Raco Universal Technology Co., Ltd."
41205,"8C:1F:64:7D:C0/36","LineagePower","Lineage Power Pvt Ltd.,"
41206,"8C:1F:64:7D:D0/36","TAKASAKIKYOD","TAKASAKI KYODO COMPUTING CENTER Co.,LTD."
41207,"8C:1F:64:7D:E0/36","SOCNOCAI","SOCNOC AI Inc"
41208,"8C:1F:64:7D:F0/36","Secury360","Secury360"
41209,"8C:1F:64:7E:00/36","ColomboSales","Colombo Sales & Engineering, Inc."
41210,"8C:1F:64:7E:10/36","Heitec","Heitec Ag"
41211,"8C:1F:64:7E:20/36","AaronnElectr","Aaronn Electronic GmbH"
41212,"8C:1F:64:7E:30/36","Une","Une Srl"
41213,"8C:1F:64:7E:70/36","robertjuliat","robert juliat"
41214,"8C:1F:64:7E:80/36","EAElektroAut","EA Elektro-Automatik GmbH"
41215,"8C:1F:64:7E:A0/36","AbbottDiagno","Abbott Diagnostics Technologies AS"
41216,"8C:1F:64:7E:C0/36","Methods2Busi","Methods2Business B.V."
41217,"8C:1F:64:7E:D0/36","EdingCNC","Eding CNC bv"
41218,"8C:1F:64:7E:E0/36","OrangePrecis","Orange Precision Measurement LLC"
41219,"8C:1F:64:7E:F0/36","SAXOGYPOWERE","SAXOGY POWER ELECTRONICS GmbH"
41220,"8C:1F:64:7F:10/36","AEMSingapore","AEM Singapore Pte Ltd"
41221,"8C:1F:64:7F:20/36","ATAutomation","AT-Automation Technology GmbH"
41222,"8C:1F:64:7F:30/36","VideosysBroa","Videosys Broadcast Ltd"
41223,"8C:1F:64:7F:40/36","GMInternatio","G.M. International srl"
41224,"8C:1F:64:7F:60/36","AbbottDiagno","Abbott Diagnostics Technologies AS"
41225,"8C:1F:64:7F:80/36","FleetSafeInd","FleetSafe India Private Limited"
41226,"8C:1F:64:7F:90/36","CopelionInte","Copelion International Inc"
41227,"8C:1F:64:7F:C0/36","MitsubishiEl","Mitsubishi Electric Klimat Transportation Systems S.p.A."
41228,"8C:1F:64:7F:D0/36","SECUREAAi","SECUREAAi"
41229,"8C:1F:64:7F:E0/36","KonvisonTech","Shenzhen Konvison Technology Co.,Ltd."
41230,"8C:1F:64:80:00/36","SDGTelecomEq","Shenzhen SDG Telecom Equipment Co.,Ltd."
41231,"8C:1F:64:80:10/36","ZhejiangLaol","Zhejiang Laolan Information Technology Co., Ltd"
41232,"8C:1F:64:80:20/36","DaiichiElect","Daiichi Electric Industry Co., Ltd"
41233,"8C:1F:64:80:30/36","MOSCAElektro","MOSCA Elektronik und Antriebstechnik GmbH"
41234,"8C:1F:64:80:40/36","EAElektroAut","EA Elektro-Automatik GmbH"
41235,"8C:1F:64:80:50/36","ATALsro","ATAL s.r.o."
41236,"8C:1F:64:80:60/36","Matrixspace","Matrixspace"
41237,"8C:1F:64:80:70/36","GiordanoCont","Giordano Controls Spa"
41238,"8C:1F:64:80:C0/36","ThermifyHold","Thermify Holdings Ltd"
41239,"8C:1F:64:80:D0/36","jooyonelectr","jooyon electronics Service co.LTD"
41240,"8C:1F:64:80:E0/36","TxWireless","TxWireless Limited"
41241,"8C:1F:64:80:F0/36","ASYS","ASYS Corporation"
41242,"8C:1F:64:81:00/36","Kymata","Kymata Srl"
41243,"8C:1F:64:81:10/36","PanoramicPow","Panoramic Power"
41244,"8C:1F:64:81:30/36","Pribusin","Pribusin Inc."
41245,"8C:1F:64:81:40/36","Dti","Dti Srl"
41246,"8C:1F:64:81:60/36","PalmSens","PalmSens BV"
41247,"8C:1F:64:81:70/36","nkemarineele","nke marine electronics"
41248,"8C:1F:64:81:90/36","Warecube","Warecube, Inc."
41249,"8C:1F:64:81:A0/36","GeminiElectr","Gemini Electronics B.V."
41250,"8C:1F:64:81:B0/36","PotterElectr","Potter Electric Signal Co. LLC"
41251,"8C:1F:64:81:D0/36","GogoBA","Gogo BA"
41252,"8C:1F:64:81:E0/36","37130","37130"
41253,"8C:1F:64:81:F0/36","ViewSonic","ViewSonic Corp"
41254,"8C:1F:64:82:00/36","Tiama","Tiama"
41255,"8C:1F:64:82:20/36","IPDevices","IP Devices"
41256,"8C:1F:64:82:30/36","LumiplanDuha","Lumiplan Duhamel"
41257,"8C:1F:64:82:40/36","Logicube","Logicube Inc"
41258,"8C:1F:64:82:50/36","MTUAeroEngin","MTU Aero Engines AG"
41259,"8C:1F:64:82:70/36","Meisol","Meisol Co., Ltd."
41260,"8C:1F:64:82:80/36","AurcoreTechn","Aurcore Technology Inc."
41261,"8C:1F:64:82:B0/36","FlowPower","Flow Power"
41262,"8C:1F:64:82:C0/36","PowerElectro","Power Electronics Espana, S.L."
41263,"8C:1F:64:82:F0/36","AnySignal","AnySignal"
41264,"8C:1F:64:83:00/36","Vtron","Vtron Pty Ltd"
41265,"8C:1F:64:83:50/36","AdetecSas","Adetec Sas"
41266,"8C:1F:64:83:70/36","runZero","runZero, Inc"
41267,"8C:1F:64:83:80/36","Drimaes","Drimaes Inc."
41268,"8C:1F:64:83:90/36","CEDARAudio","CEDAR Audio Ltd"
41269,"8C:1F:64:83:A0/36","Grossenbache","Grossenbacher Systeme AG"
41270,"8C:1F:64:83:B0/36","StarviewAsia","Starview Asia Company"
41271,"8C:1F:64:83:C0/36","XtendTechnol","Xtend Technologies Pvt Ltd"
41272,"8C:1F:64:83:D0/36","Lsignature","L-signature"
41273,"8C:1F:64:83:E0/36","Sicon","Sicon srl"
41274,"8C:1F:64:84:00/36","InfoMacSp","InfoMac Sp. z o.o. Sp.k."
41275,"8C:1F:64:84:20/36","PotterElectr","Potter Electric Signal Co. LLC"
41276,"8C:1F:64:84:30/36","ImageSoft","Image Soft Oy"
41277,"8C:1F:64:84:60/36","FoXieOptoele","Fo Xie Optoelectronics Technology Co., Ltd"
41278,"8C:1F:64:84:80/36","JenaOptronik","Jena-Optronik GmbH"
41279,"8C:1F:64:84:90/36","TalleresdeEs","Talleres de Escoriaza SAU"
41280,"8C:1F:64:84:A0/36","BitmapperInt","Bitmapper Integration Technologies Private Limited"
41281,"8C:1F:64:84:B0/36","UnlimitedBan","Unlimited Bandwidth LLC"
41282,"8C:1F:64:84:C0/36","AvMapsrlu","AvMap srlu"
41283,"8C:1F:64:84:D0/36","Dave","Dave Srl"
41284,"8C:1F:64:84:E0/36","WestPharmace","West Pharmaceutical Services, Inc."
41285,"8C:1F:64:85:20/36","Abb","Abb"
41286,"8C:1F:64:85:50/36","ekundenservi","e.kundenservice Netz GmbH"
41287,"8C:1F:64:85:60/36","GartenAutoma","Garten Automation"
41288,"8C:1F:64:85:70/36","rodacomputer","roda computer GmbH"
41289,"8C:1F:64:85:80/36","SFERA","SFERA srl"
41290,"8C:1F:64:85:90/36","InvaderTechn","Invader Technologies Pvt Ltd"
41291,"8C:1F:64:85:A0/36","ENBIKTechnol","ENBIK Technology Co., Ltd"
41292,"8C:1F:64:85:B0/36","AtlanticPump","Atlantic Pumps Ltd"
41293,"8C:1F:64:85:C0/36","Zing5gCommun","Zing 5g Communications Canada Inc."
41294,"8C:1F:64:85:E0/36","ApenGroup","Apen Group S.p.A. (VAT IT08767740155)"
41295,"8C:1F:64:85:F0/36","NECAsiaPacif","NEC Asia Pacific Pte Ltd"
41296,"8C:1F:64:86:10/36","AvioNovaTech","AvioNova (Chengdu) Technology Company Limited"
41297,"8C:1F:64:86:30/36","EngiNe","EngiNe srl"
41298,"8C:1F:64:86:40/36","IMIThomsonVa","IMI Thomson Valves"
41299,"8C:1F:64:86:60/36","Unitron","Unitron Systems b.v."
41300,"8C:1F:64:86:70/36","ForeverEngin","Forever Engineering Systems Pvt. Ltd."
41301,"8C:1F:64:86:80/36","PeakeTechnol","Shenzhen Peake Technology Co.,Ltd."
41302,"8C:1F:64:86:A0/36","VisionToolsB","VisionTools Bildanalyse Systeme GmbH"
41303,"8C:1F:64:86:B0/36","NyienYiTechn","Nyien-Yi Technology(Zhuhai)Co.,Ltd."
41304,"8C:1F:64:86:C0/36","AbbottDiagno","Abbott Diagnostics Technologies AS"
41305,"8C:1F:64:86:F0/36","NewEdgeSigna","NewEdge Signal Solutions LLC"
41306,"8C:1F:64:87:00/36","XiuweiTechno","Chengdu Xiuwei TechnologyDevelopment Co., Ltd"
41307,"8C:1F:64:87:10/36","ENTESp","ENTE Sp. z o.o."
41308,"8C:1F:64:87:50/36","EPCPower","EPC Power Corporation"
41309,"8C:1F:64:87:60/36","fmadengineer","fmad engineering"
41310,"8C:1F:64:87:80/36","GreenAccess","Green Access Ltd"
41311,"8C:1F:64:87:90/36","ASHIDAElectr","ASHIDA Electronics Pvt. Ltd"
41312,"8C:1F:64:87:B0/36","JSEsro","JSE s.r.o."
41313,"8C:1F:64:87:C0/36","ENASolution","ENA Solution"
41314,"8C:1F:64:88:00/36","MBconnectlin","MB connect line GmbH Fernwartungssysteme"
41315,"8C:1F:64:88:10/36","FlextronicsI","Flextronics International Kft"
41316,"8C:1F:64:88:20/36","TmyTechnolog","Tmy Technology Inc."
41317,"8C:1F:64:88:30/36","DEUTAWERKE","DEUTA-WERKE GmbH"
41318,"8C:1F:64:88:80/36","NARITECH","NARI TECH Co., Ltd"
41319,"8C:1F:64:88:90/36","Private","Private"
41320,"8C:1F:64:88:A0/36","Longoo","Longoo Limited"
41321,"8C:1F:64:88:B0/36","TaiwanAulisa","Taiwan Aulisa Medical Devices Technologies, Inc"
41322,"8C:1F:64:88:C0/36","SALNavigatio","SAL Navigation AB"
41323,"8C:1F:64:88:D0/36","PantherunTec","Pantherun Technologies Pvt Ltd"
41324,"8C:1F:64:88:E0/36","CubeWorks","CubeWorks, Inc."
41325,"8C:1F:64:89:00/36","WonATech","WonATech Co., Ltd."
41326,"8C:1F:64:89:10/36","Brocereelect","Brocere electronics corp. ltd."
41327,"8C:1F:64:89:20/36","MDIIndustria","MDI Industrial"
41328,"8C:1F:64:89:30/36","PortraitDisp","Portrait Displays, Inc."
41329,"8C:1F:64:89:50/36","DacomWest","Dacom West GmbH"
41330,"8C:1F:64:89:80/36","CopperConnec","Copper Connections Ltd"
41331,"8C:1F:64:89:90/36","AmericanEdge","American Edge IP"
41332,"8C:1F:64:89:A0/36","NationalCont","National Control Devices, LLC"
41333,"8C:1F:64:89:E0/36","Cinetix","Cinetix Srl"
41334,"8C:1F:64:8A:00/36","H&abyz","H&abyz"
41335,"8C:1F:64:8A:40/36","GenesisTechn","Genesis Technologies AG"
41336,"8C:1F:64:8A:80/36","Massachusett","Massachusetts Institute of Technology"
41337,"8C:1F:64:8A:90/36","GuanShowTech","Guan Show Technologe Co., Ltd."
41338,"8C:1F:64:8A:A0/36","ForeverEngin","Forever Engineering Systems Pvt. Ltd."
41339,"8C:1F:64:8A:B0/36","AsmlUsLp","Asml Us, Lp"
41340,"8C:1F:64:8A:C0/36","BOZHONPrecis","BOZHON Precision Industry Technology Co.,Ltd"
41341,"8C:1F:64:8A:D0/36","GateviewTech","Gateview Technologies"
41342,"8C:1F:64:8A:E0/36","QunfangTechn","Shenzhen Qunfang Technology Co., LTD."
41343,"8C:1F:64:8A:F0/36","Ibeos","Ibeos"
41344,"8C:1F:64:8B:10/36","Viewpixel","Viewpixel Pvt. Ltd."
41345,"8C:1F:64:8B:20/36","AbbottDiagno","Abbott Diagnostics Technologies AS"
41346,"8C:1F:64:8B:30/36","HubbellPower","Hubbell Power Systems"
41347,"8C:1F:64:8B:40/36","MYIRElectron","MYIR Electronics Limited"
41348,"8C:1F:64:8B:50/36","AshtonBentle","Ashton Bentley Collaboration Spaces"
41349,"8C:1F:64:8B:60/36","AXISSp","AXIS Sp z o.o."
41350,"8C:1F:64:8B:70/36","DADesign","DA-Design Oy"
41351,"8C:1F:64:8B:80/36","WienEnergie","Wien Energie GmbH"
41352,"8C:1F:64:8B:90/36","ZynexMonitor","Zynex Monitoring Solutions"
41353,"8C:1F:64:8B:B0/36","swisselectro","swiss electronic creation GmbH"
41354,"8C:1F:64:8B:C0/36","PeterHuberKa","Peter Huber Kaeltemaschinenbau SE"
41355,"8C:1F:64:8B:E0/36","YUYAMAMFG","YUYAMA MFG Co.,Ltd"
41356,"8C:1F:64:8C:20/36","Cirrus","Cirrus Systems, Inc."
41357,"8C:1F:64:8C:40/36","HermesNetwor","Hermes Network Inc"
41358,"8C:1F:64:8C:50/36","NextTMicrowa","NextT Microwave Inc"
41359,"8C:1F:64:8C:80/36","PotterElectr","Potter Electric Signal Co. LLC"
41360,"8C:1F:64:8C:90/36","RoboCoreTecn","RoboCore Tecnologia"
41361,"8C:1F:64:8C:A0/36","YUYAMAMFG","YUYAMA MFG Co.,Ltd"
41362,"8C:1F:64:8C:B0/36","Chromaviso","Chromaviso A/S"
41363,"8C:1F:64:8C:D0/36","GuanShowTech","Guan Show Technologe Co., Ltd."
41364,"8C:1F:64:8C:E0/36","SanminaSCIMe","Sanmina SCI Medical"
41365,"8C:1F:64:8C:F0/36","Diffraction","Diffraction Limited"
41366,"8C:1F:64:8D:00/36","Enerthing","Enerthing GmbH"
41367,"8C:1F:64:8D:10/36","OrlacoProduc","Orlaco Products B.V."
41368,"8C:1F:64:8D:20/36","SonicItalia","Sonic Italia"
41369,"8C:1F:64:8D:40/36","RecabSweden","Recab Sweden AB"
41370,"8C:1F:64:8D:50/36","Agramkow","Agramkow A/S"
41371,"8C:1F:64:8D:60/36","ADCGlobalTec","ADC Global Technology Sdn Bhd"
41372,"8C:1F:64:8D:80/36","Mbv","Mbv Ag"
41373,"8C:1F:64:8D:90/36","PietroFioren","Pietro Fiorentini Spa"
41374,"8C:1F:64:8D:A0/36","Dart","Dart Systems Ltd"
41375,"8C:1F:64:8D:B0/36","TaesungMedia","Taesung Media"
41376,"8C:1F:64:8D:E0/36","IconetServic","Iconet Services"
41377,"8C:1F:64:8D:F0/36","Grossenbache","Grossenbacher Systeme AG"
41378,"8C:1F:64:8E:00/36","ReivaxAutoma","Reivax S/A Automação e Controle"
41379,"8C:1F:64:8E:20/36","ALPHA","ALPHA Corporation"
41380,"8C:1F:64:8E:30/36","UniTikTechno","UniTik Technology Co., Limited"
41381,"8C:1F:64:8E:40/36","Cominfo","Cominfo, Inc."
41382,"8C:1F:64:8E:50/36","Druck","Druck Ltd."
41383,"8C:1F:64:8E:80/36","Cominfo","Cominfo, Inc."
41384,"8C:1F:64:8E:90/36","Vesperix","Vesperix Corporation"
41385,"8C:1F:64:8E:B0/36","NumaProducts","Numa Products LLC"
41386,"8C:1F:64:8E:C0/36","LMSServices","LMS Services GmbH & Co. KG"
41387,"8C:1F:64:8E:D0/36","QMTechnologi","QM Technologies aps"
41388,"8C:1F:64:8E:E0/36","AbbottDiagno","Abbott Diagnostics Technologies AS"
41389,"8C:1F:64:8E:F0/36","Osec","Osec"
41390,"8C:1F:64:8F:00/36","Igl","Igl"
41391,"8C:1F:64:8F:30/36","EverBotTechn","EverBot Technology CO., LTD"
41392,"8C:1F:64:8F:40/36","Loadrite","Loadrite (Auckland) Limited"
41393,"8C:1F:64:8F:50/36","Dave","Dave Srl"
41394,"8C:1F:64:8F:60/36","IdneoTechnol","Idneo Technologies S.A.U."
41395,"8C:1F:64:8F:70/36","BORMANNEDVun","BORMANN EDV und Zubehoer"
41396,"8C:1F:64:8F:80/36","HIGHVOLTPrüf","HIGHVOLT Prüftechnik"
41397,"8C:1F:64:8F:B0/36","TelevicRail","Televic Rail GmbH"
41398,"8C:1F:64:8F:E0/36","PotterElectr","Potter Electric Signal Co. LLC"
41399,"8C:1F:64:8F:F0/36","KrugerDBSeri","Kruger DB Series Indústria Eletrônica ltda"
41400,"8C:1F:64:90:10/36","Comrex","Comrex"
41401,"8C:1F:64:90:20/36","TimeMachines","TimeMachines Inc."
41402,"8C:1F:64:90:30/36","PortraitDisp","Portrait Displays, Inc."
41403,"8C:1F:64:90:40/36","HensoldtSens","Hensoldt Sensors GmbH"
41404,"8C:1F:64:90:50/36","Qualitrol","Qualitrol LLC"
41405,"8C:1F:64:90:60/36","YUYAMAMFG","YUYAMA MFG Co.,Ltd"
41406,"8C:1F:64:90:70/36","Sicon","Sicon srl"
41407,"8C:1F:64:90:90/36","Matelex","Matelex"
41408,"8C:1F:64:90:C0/36","CoolAir","Cool Air Incorporated"
41409,"8C:1F:64:90:D0/36","AlgodueElett","Algodue Elettronica Srl"
41410,"8C:1F:64:90:E0/36","Xacti","Xacti Corporation"
41411,"8C:1F:64:90:F0/36","BELIMOAutoma","BELIMO Automation AG"
41412,"8C:1F:64:91:00/36","VortexIoT","Vortex IoT Ltd"
41413,"8C:1F:64:91:10/36","Eolane","Eolane"
41414,"8C:1F:64:91:20/36","MARIAN","MARIAN GmbH"
41415,"8C:1F:64:91:30/36","ZeusProductD","Zeus Product Design Ltd"
41416,"8C:1F:64:91:40/36","MitomiGiken","Mitomi Giken Co.,Ltd"
41417,"8C:1F:64:91:60/36","SeptS","Sept-S"
41418,"8C:1F:64:91:80/36","AbbottDiagno","Abbott Diagnostics Technologies AS"
41419,"8C:1F:64:91:A0/36","Profcon","Profcon AB"
41420,"8C:1F:64:91:B0/36","PotterElectr","Potter Electric Signal Co. LLC"
41421,"8C:1F:64:91:C0/36","CospowersCha","Cospowers Changsha Branch"
41422,"8C:1F:64:91:D0/36","enlighten","enlighten"
41423,"8C:1F:64:92:00/36","VuWallTechno","VuWall Technology Europe GmbH"
41424,"8C:1F:64:92:10/36","AbbottDiagno","Abbott Diagnostics Technologies AS"
41425,"8C:1F:64:92:30/36","MBconnectlin","MB connect line GmbH Fernwartungssysteme"
41426,"8C:1F:64:92:40/36","MagicsTechno","Magics Technologies"
41427,"8C:1F:64:92:60/36","MJKAutomatio","MJK Automation AB"
41428,"8C:1F:64:92:70/36","BTGInstrumen","BTG Instruments AB"
41429,"8C:1F:64:92:80/36","ITG","ITG Co.Ltd"
41430,"8C:1F:64:92:A0/36","ThermoOnix","Thermo Onix Ltd"
41431,"8C:1F:64:92:D0/36","IVORIntellig","IVOR Intelligent Electrical Appliance Co., Ltd"
41432,"8C:1F:64:93:00/36","HYAIEVTechno","Wuhan HYAIEV (华异) Technology Co., Ltd"
41433,"8C:1F:64:93:10/36","Noptel","Noptel Oy"
41434,"8C:1F:64:93:50/36","BreasMedical","Breas Medical AB"
41435,"8C:1F:64:93:60/36","JiangsuEmanE","Jiangsu Eman Electronic Technology Co., Ltd"
41436,"8C:1F:64:93:70/36","H2OkInnovati","H2Ok Innovations"
41437,"8C:1F:64:93:90/36","SPITTechnolo","SPIT Technology, Inc"
41438,"8C:1F:64:93:A0/36","RejåsSweden","Rejås of Sweden AB"
41439,"8C:1F:64:93:B0/36","ComputerExpr","Computer Express LLC"
41440,"8C:1F:64:93:F0/36","Temcoline","Temcoline"
41441,"8C:1F:64:94:10/36","Lorenz","Lorenz GmbH & Co. KG"
41442,"8C:1F:64:94:30/36","Autark","Autark GmbH"
41443,"8C:1F:64:94:40/36","BRSSistemasE","BRS Sistemas Eletrônicos"
41444,"8C:1F:64:94:50/36","DeqinShowcas","Deqin Showcase"
41445,"8C:1F:64:94:60/36","UniJet","UniJet Co., Ltd."
41446,"8C:1F:64:94:70/36","LLCTCVympel","LLC ""TC ""Vympel"""
41447,"8C:1F:64:94:90/36","tickIoT","tickIoT Inc."
41448,"8C:1F:64:94:A0/36","VisionSafety","Vision Systems Safety Tech"
41449,"8C:1F:64:94:C0/36","Bcmtech","Bcmtech"
41450,"8C:1F:64:94:E0/36","Monnit","Monnit Corporation"
41451,"8C:1F:64:94:F0/36","FörsterTechn","Förster Technik GmbH"
41452,"8C:1F:64:95:30/36","VAFInstrumen","VAF Instruments BV"
41453,"8C:1F:64:95:50/36","TalleresdeEs","Talleres de Escoriaza SAU"
41454,"8C:1F:64:95:60/36","PaulmannLich","Paulmann Licht GmbH"
41455,"8C:1F:64:95:80/36","SancharTeles","Sanchar Telesystems limited"
41456,"8C:1F:64:95:A0/36","LongyunLight","Shenzhen Longyun Lighting Electric Appliances Co., Ltd"
41457,"8C:1F:64:95:B0/36","Qualitel","Qualitel Corporation"
41458,"8C:1F:64:95:C0/36","Fasetto","Fasetto, Inc."
41459,"8C:1F:64:95:E0/36","LandisGyrEqu","Landis+Gyr Equipamentos de Medição Ltda"
41460,"8C:1F:64:96:10/36","JmvBharatPri","Jmv Bharat Private Limited"
41461,"8C:1F:64:96:20/36","UmanoMedical","Umano Medical Inc."
41462,"8C:1F:64:96:30/36","GogoBusiness","Gogo Business Aviation"
41463,"8C:1F:64:96:40/36","PowerElectro","Power Electronics Espana, S.L."
41464,"8C:1F:64:96:50/36","PotterElectr","Potter Electric Signal Co. LLC"
41465,"8C:1F:64:96:60/36","RasterImages","Raster Images Pvt. Ltd"
41466,"8C:1F:64:96:70/36","Dave","Dave Srl"
41467,"8C:1F:64:96:80/36","IavEngineeri","Iav Engineering Sarl"
41468,"8C:1F:64:96:A0/36","EAElektroAut","EA Elektro-Automatik GmbH"
41469,"8C:1F:64:96:B0/36","VantageoPriv","Vantageo Private Limited"
41470,"8C:1F:64:96:E0/36","inomatic","inomatic GmbH"
41471,"8C:1F:64:96:F0/36","VortixNetwor","Vortix Networks"
41472,"8C:1F:64:97:00/36","PotterElectr","Potter Electric Signal Co. LLC"
41473,"8C:1F:64:97:10/36","InfrasafeAdv","Infrasafe/ Advantor Systems"
41474,"8C:1F:64:97:20/36","Federant","Federant LLC"
41475,"8C:1F:64:97:30/36","DorsettTechn","Dorsett Technologies Inc"
41476,"8C:1F:64:97:60/36","JESElectroni","JES Electronic Systems Private Limited"
41477,"8C:1F:64:97:80/36","PlanetInnova","Planet Innovation Products Inc."
41478,"8C:1F:64:97:90/36","ArktisRadiat","Arktis Radiation Detectors"
41479,"8C:1F:64:97:C0/36","MBconnectlin","MB connect line GmbH Fernwartungssysteme"
41480,"8C:1F:64:97:D0/36","KSE","KSE GmbH"
41481,"8C:1F:64:97:E0/36","SonaNetworks","Sona Networks Private Limited"
41482,"8C:1F:64:97:F0/36","TalleresdeEs","Talleres de Escoriaza SA"
41483,"8C:1F:64:98:30/36","BakerHughesE","Baker Hughes EMEA"
41484,"8C:1F:64:98:40/36","AbacusPeriph","Abacus Peripherals Pvt Ltd"
41485,"8C:1F:64:98:70/36","PeterHuberKa","Peter Huber Kaeltemaschinenbau SE"
41486,"8C:1F:64:98:80/36","NortekMeasur","Nortek(QingDao) Measuring Equipment Co., Ltd"
41487,"8C:1F:64:98:90/36","PhenX","Phe-nX B.V."
41488,"8C:1F:64:98:A0/36","Ligpt","Ligpt"
41489,"8C:1F:64:98:B0/36","SyscomInstru","Syscom Instruments SA"
41490,"8C:1F:64:98:C0/36","PANBusinessC","PAN Business & Consulting (ANYOS]"
41491,"8C:1F:64:98:D0/36","Akselsp","Aksel sp. z o.o."
41492,"8C:1F:64:98:F0/36","BreasMedical","Breas Medical AB"
41493,"8C:1F:64:99:10/36","DBSystel","DB Systel GmbH"
41494,"8C:1F:64:99:30/36","AppliedElect","Applied Electro Magnetics Pvt. Ltd."
41495,"8C:1F:64:99:40/36","uHaveControl","uHave Control, Inc"
41496,"8C:1F:64:99:80/36","EVLOStockage","EVLO Stockage Énergie"
41497,"8C:1F:64:99:90/36","AdvancedTech","Advanced Techne"
41498,"8C:1F:64:99:B0/36","Grossenbache","Grossenbacher Systeme AG"
41499,"8C:1F:64:99:C0/36","i2A","i2A Systems Co., Ltd."
41500,"8C:1F:64:99:E0/36","EIDOS","EIDOS s.r.l."
41501,"8C:1F:64:9A:00/36","NEOXNetworks","NEOX Networks"
41502,"8C:1F:64:9A:10/36","PacificSoftw","Pacific Software Development Co., Ltd."
41503,"8C:1F:64:9A:20/36","LadyBugTechn","LadyBug Technologies, LLC"
41504,"8C:1F:64:9A:30/36","Fortus","Fortus"
41505,"8C:1F:64:9A:40/36","LabLogic","LabLogic Systems"
41506,"8C:1F:64:9A:50/36","Xi‘anShengxi","Xi‘an Shengxin Science& Technology Development Co.?Ltd."
41507,"8C:1F:64:9A:60/36","InstitutoDeG","Instituto De Gestão, Redes Tecnológicas E Nergias"
41508,"8C:1F:64:9A:70/36","NihonBouhanC","Nihon Bouhan Camera Inc"
41509,"8C:1F:64:9A:90/36","Tiama","Tiama"
41510,"8C:1F:64:9A:A0/36","xTools","xTools Inc."
41511,"8C:1F:64:9A:B0/36","Dave","Dave Srl"
41512,"8C:1F:64:9A:C0/36","JingtangComm","Hangzhou Jingtang Communication Technology Co.,Ltd."
41513,"8C:1F:64:9A:D0/36","PotterElectr","Potter Electric Signal Co. LLC"
41514,"8C:1F:64:9B:20/36","EmersonRosem","Emerson Rosemount Analytical"
41515,"8C:1F:64:9B:30/36","Böckelt","Böckelt GmbH"
